time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
3266,2021-12-11,00:00:00.00,176.698,6508.62,156.253,76.159,0,0,2176.08,115.608,0,0,0,200.722,0,0,156.253,156.253,76.159,76.159,2344.26,2282.87,1522.83,7268.66,7469.38,3866.67,3866.67,2442.74,1215.21,1215.21,4759.45,66.468,3506.65
3267,2021-12-12,00:00:00.00,176.765,6508.72,156.257,76.1868,0,0,2176.85,115.678,0,0,0,200.744,0,0,156.257,156.257,76.1868,76.1868,2344.26,2282.87,1522.83,7268.76,7469.51,3866.71,3866.71,2442.84,1215.53,1215.53,4759.45,66.468,3510.62
3268,2021-12-13,00:00:00.00,176.765,6508.72,156.257,76.1868,0,0,2176.85,115.678,0,0,0,200.744,0,0,156.257,156.257,76.1868,76.1868,2348.3,2287.03,1522.85,7272.9,7473.65,3866.77,3866.77,2442.97,1215.84,1215.84,4763.46,66.468,3514.56
3269,2021-12-14,00:00:00.00,176.765,6508.72,156.257,76.1868,0,0,2176.85,115.678,0,0,0,200.744,0,0,156.257,156.257,76.1868,76.1868,2351.5,2290.33,1522.86,7276.2,7476.94,3867.08,3867.08,2443.14,1216.16,1216.16,4766.59,66.468,3518.39
3270,2021-12-15,00:00:00.00,176.765,6509.1,156.268,76.1868,0,0,2176.85,115.678,0,0,0,200.753,0,0,156.268,156.268,76.1868,76.1868,2351.72,2290.56,1522.86,7276.81,7477.56,3867.39,3867.39,2443.33,1216.47,1216.47,4767.01,66.468,3521.81
3271,2021-12-16,00:00:00.00,176.765,6509.68,156.283,76.1868,0,0,2176.85,115.678,0,0,0,200.766,0,0,156.283,156.283,76.1868,76.1868,2352.42,2291.29,1522.87,7278.1,7478.87,3867.69,3867.69,2443.54,1216.79,1216.79,4768.1,66.468,3524.95
3272,2021-12-17,00:00:00.00,176.765,6509.68,156.283,76.1868,0,0,2176.85,115.678,0,0,0,200.766,0,0,156.283,156.283,76.1868,76.1868,2353.49,2292.4,1522.87,7279.2,7479.97,3868,3868,2443.57,1217.1,1217.1,4769.16,66.468,3527.84
3273,2021-12-18,00:00:00.00,176.765,6509.68,156.283,76.1868,0,0,2176.85,115.678,0,0,0,200.766,0,0,156.283,156.283,76.1868,76.1868,2353.57,2292.48,1522.87,7279.29,7480.05,3868.32,3868.32,2443.61,1217.42,1217.42,4769.21,66.468,3530.39
3274,2021-12-19,00:00:00.00,176.767,6509.68,156.283,76.3901,0,0,2182.55,115.678,0,0,0,200.897,0,0,156.283,156.283,76.3901,76.3901,2353.57,2292.48,1522.87,7279.29,7480.18,3868.32,3868.32,2443.61,1217.58,1217.58,4769.21,66.468,3532.66
3275,2021-12-20,00:00:00.00,176.767,6509.68,156.283,76.3901,0,0,2182.55,115.678,0,0,0,200.897,0,0,156.283,156.283,76.3901,76.3901,2353.57,2292.48,1522.87,7279.29,7480.18,3868.32,3868.32,2443.61,1217.58,1217.58,4769.21,66.468,3534.68
3276,2021-12-21,00:00:00.00,176.767,6509.68,156.283,76.3901,0,0,2182.55,115.678,0,0,0,200.897,0,0,156.283,156.283,76.3901,76.3901,2353.57,2292.48,1522.87,7279.29,7480.18,3868.32,3868.32,2443.61,1217.58,1217.58,4769.21,66.468,3536.48
3277,2021-12-22,00:00:00.00,176.767,6509.68,156.283,76.4239,0,0,2183.5,115.678,0,0,0,200.919,0,0,156.283,156.283,76.4239,76.4239,2353.57,2292.48,1522.87,7279.29,7480.21,3868.33,3868.33,2443.61,1217.79,1217.79,4769.21,66.468,3538.08
3278,2021-12-23,00:00:00.00,176.767,6509.68,156.283,76.4578,0,0,2184.45,115.678,0,0,0,200.941,0,0,156.283,156.283,76.4578,76.4578,2353.57,2292.48,1522.87,7279.29,7480.23,3868.33,3868.33,2443.61,1217.79,1217.79,4769.21,66.468,3539.5
3279,2021-12-24,00:00:00.00,176.767,6509.68,156.283,76.695,0,0,2191.09,115.678,0,0,0,201.093,0,0,156.283,156.283,76.695,76.695,2353.57,2292.48,1522.87,7279.29,7480.38,3868.33,3868.33,2443.61,1217.79,1217.79,4769.21,66.468,3540.77
3280,2021-12-25,00:00:00.00,176.767,6509.68,156.283,77.0473,0,0,2200.96,115.678,0,0,0,201.321,0,0,156.283,156.283,77.0473,77.0473,2353.57,2292.48,1522.87,7279.29,7480.61,3868.33,3868.33,2443.61,1217.89,1217.89,4769.21,66.468,3541.89
3281,2021-12-26,00:00:00.00,176.767,6509.68,156.296,77.0473,0,0,2200.96,116.157,0,0,0,201.332,0,0,156.296,156.296,77.0473,77.0473,2357.56,2296.25,1522.9,7283.03,7484.36,3868.38,3868.38,2443.89,1218.21,1218.21,4772.67,66.468,3543.23
3282,2021-12-27,00:00:00.00,177.324,6509.68,156.296,77.0473,0,0,2200.96,116.157,0,0,0,201.332,0,0,156.296,156.296,77.0473,77.0473,2357.56,2296.25,1522.9,7283.03,7484.36,3868.44,3868.44,2443.89,1218.52,1218.52,4772.67,66.468,3544.4
3283,2021-12-28,00:00:00.00,177.467,6509.68,156.296,77.0812,0,0,2201.91,116.157,0,0,0,201.353,0,0,156.296,156.296,77.0812,77.0812,2357.56,2296.25,1522.9,7283.03,7484.38,3868.45,3868.45,2443.89,1218.61,1218.61,4772.67,66.468,3545.43
3284,2021-12-29,00:00:00.00,177.467,6509.68,156.296,77.149,0,0,2203.81,116.157,0,0,0,201.397,0,0,156.296,156.296,77.149,77.149,2357.56,2296.25,1522.9,7283.03,7484.42,3868.45,3868.45,2443.89,1218.69,1218.69,4772.67,66.468,3546.34
3285,2021-12-30,00:00:00.00,177.467,6509.68,156.296,77.149,0,0,2203.81,116.157,0,0,0,201.397,0,0,156.296,156.296,77.149,77.149,2357.56,2296.25,1522.9,7283.03,7484.42,3868.5,3868.5,2443.89,1218.94,1218.94,4772.67,66.468,3547.12
3286,2021-12-31,00:00:00.00,177.467,6509.68,156.296,77.149,0,0,2203.81,116.157,0,0,0,201.397,0,0,156.296,156.296,77.149,77.149,2357.56,2296.25,1522.9,7283.03,7484.42,3868.56,3868.56,2443.89,1219.24,1219.24,4772.67,66.468,3547.8
3287,2022-01-01,00:00:00.00,177.467,6510.76,156.347,77.163,0,0,2204.2,116.98,0,0,0,201.449,0,0,156.347,156.347,77.163,77.163,2359.53,2298.28,1522.92,7286.11,7487.56,3868.57,3868.57,2444.15,1219.55,1219.55,4775.5,66.468,3548.66
3288,2022-01-02,00:00:00.00,177.467,6510.76,156.347,77.3324,0,0,2208.94,116.98,0,0,0,201.559,0,0,156.347,156.347,77.3324,77.3324,2362.2,2300.87,1522.94,7288.69,7490.25,3868.58,3868.58,2444.35,1219.72,1219.72,4777.87,66.468,3549.68
3289,2022-01-03,00:00:00.00,178.308,6510.76,156.347,77.4001,0,0,2210.84,116.98,0,0,0,201.602,0,0,156.347,156.347,77.4001,77.4001,2362.2,2300.87,1522.94,7288.69,7490.29,3868.58,3868.58,2444.35,1219.76,1219.76,4777.87,66.468,3550.57
3290,2022-01-04,00:00:00.00,178.308,6510.76,156.347,77.4001,0,0,2210.84,116.98,0,0,0,201.602,0,0,156.347,156.347,77.4001,77.4001,2362.2,2300.87,1522.94,7288.69,7490.29,3868.58,3868.58,2444.35,1219.76,1219.76,4777.87,66.468,3551.38
3291,2022-01-05,00:00:00.00,178.308,6510.76,156.347,77.4001,0,0,2210.84,116.98,0,0,0,201.602,0,0,156.347,156.347,77.4001,77.4001,2362.2,2300.87,1522.94,7288.69,7490.29,3868.59,3868.59,2444.35,1219.85,1219.85,4777.87,66.468,3552.09
3292,2022-01-06,00:00:00.00,178.308,6510.76,156.347,77.4679,0,0,2212.74,116.98,0,0,0,201.646,0,0,156.347,156.347,77.4679,77.4679,2362.2,2300.87,1522.94,7288.69,7490.34,3868.6,3868.6,2444.35,1220.01,1220.01,4777.87,66.468,3552.7
3293,2022-01-07,00:00:00.00,178.308,6510.76,156.347,77.5018,0,0,2213.69,116.98,0,0,0,201.668,0,0,156.347,156.347,77.5018,77.5018,2362.2,2300.87,1522.94,7288.69,7490.36,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3553.25
3294,2022-01-08,00:00:00.00,178.308,6510.76,156.347,77.5018,0,0,2213.69,116.98,0,0,0,201.668,0,0,156.347,156.347,77.5018,77.5018,2362.2,2300.87,1522.94,7288.69,7490.36,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3553.74
3295,2022-01-09,00:00:00.00,178.308,6510.76,156.347,77.5018,0,0,2213.69,116.98,0,0,0,201.668,0,0,156.347,156.347,77.5018,77.5018,2362.2,2300.87,1522.94,7288.69,7490.36,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3554.17
3296,2022-01-10,00:00:00.00,178.308,6510.76,156.347,77.5695,0,0,2215.59,116.98,0,0,0,201.712,0,0,156.347,156.347,77.5695,77.5695,2362.2,2300.87,1522.94,7288.69,7490.4,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3554.56
3297,2022-01-11,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3554.91
3298,2022-01-12,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3555.22
3299,2022-01-13,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.6,3868.6,2444.35,1220.04,1220.04,4777.87,66.468,3555.5
3300,2022-01-14,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.63,3868.63,2444.35,1220.21,1220.21,4777.87,66.468,3555.73
3301,2022-01-15,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.63,3868.63,2444.35,1220.21,1220.21,4777.87,66.468,3555.94
3302,2022-01-16,00:00:00.00,178.308,6510.76,156.347,77.6034,0,0,2216.54,116.98,0,0,0,201.733,0,0,156.347,156.347,77.6034,77.6034,2362.2,2300.87,1522.94,7288.69,7490.43,3868.63,3868.63,2444.35,1220.21,1220.21,4777.87,66.468,3556.12
3303,2022-01-17,00:00:00.00,178.308,6510.76,156.347,78.01,0,0,2227.92,116.98,0,0,0,201.996,0,0,156.347,156.347,78.01,78.01,2362.2,2300.87,1522.94,7288.69,7490.69,3868.63,3868.63,2444.35,1220.21,1220.21,4777.87,66.468,3556.28
3304,2022-01-18,00:00:00.00,178.308,6510.76,156.347,78.1455,0,0,2231.72,116.98,0,0,0,202.083,0,0,156.347,156.347,78.1455,78.1455,2362.2,2300.87,1522.94,7288.69,7490.77,3868.63,3868.63,2444.35,1220.21,1220.21,4777.87,66.468,3556.43
3305,2022-01-19,00:00:00.00,178.308,6510.76,156.347,78.281,0,0,2235.52,116.98,0,0,0,202.17,0,0,156.347,156.347,78.281,78.281,2362.2,2300.87,1522.94,7288.69,7490.86,3868.64,3868.64,2444.35,1220.36,1220.36,4777.87,66.468,3556.54
3306,2022-01-20,00:00:00.00,178.308,6510.76,156.347,78.281,0,0,2235.52,116.98,0,0,0,202.17,0,0,156.347,156.347,78.281,78.281,2362.2,2300.87,1522.94,7288.69,7490.86,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.63
3307,2022-01-21,00:00:00.00,178.308,6510.76,156.347,78.281,0,0,2235.52,116.98,0,0,0,202.17,0,0,156.347,156.347,78.281,78.281,2362.2,2300.87,1522.94,7288.69,7490.86,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.71
3308,2022-01-22,00:00:00.00,178.308,6510.76,156.347,78.281,0,0,2235.52,116.98,0,0,0,202.17,0,0,156.347,156.347,78.281,78.281,2362.2,2300.87,1522.94,7288.69,7490.86,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.78
3309,2022-01-23,00:00:00.00,178.308,6510.76,156.347,78.3488,0,0,2237.41,116.98,0,0,0,202.214,0,0,156.347,156.347,78.3488,78.3488,2362.2,2300.87,1522.94,7288.69,7490.91,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.85
3310,2022-01-24,00:00:00.00,178.308,6510.76,156.347,78.3488,0,0,2237.41,116.98,0,0,0,202.214,0,0,156.347,156.347,78.3488,78.3488,2362.2,2300.87,1522.94,7288.69,7490.91,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.91
3311,2022-01-25,00:00:00.00,178.308,6510.76,156.347,78.5182,0,0,2242.16,116.98,0,0,0,202.323,0,0,156.347,156.347,78.5182,78.5182,2362.2,2300.87,1522.94,7288.69,7491.02,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3556.96
3312,2022-01-26,00:00:00.00,178.308,6510.76,156.347,78.5521,0,0,2243.11,116.98,0,0,0,202.345,0,0,156.347,156.347,78.5521,78.5521,2362.2,2300.87,1522.94,7288.69,7491.04,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557
3313,2022-01-27,00:00:00.00,178.308,6510.76,156.347,78.5521,0,0,2243.11,116.98,0,0,0,202.345,0,0,156.347,156.347,78.5521,78.5521,2362.2,2300.87,1522.94,7288.69,7491.04,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557.04
3314,2022-01-28,00:00:00.00,178.308,6510.76,156.347,78.6402,0,0,2245.58,116.98,0,0,0,202.402,0,0,156.347,156.347,78.6402,78.6402,2362.2,2300.87,1522.94,7288.69,7491.09,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557.08
3315,2022-01-29,00:00:00.00,178.308,6510.76,156.347,78.6402,0,0,2245.58,116.98,0,0,0,202.402,0,0,156.347,156.347,78.6402,78.6402,2362.2,2300.87,1522.94,7288.69,7491.09,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557.11
3316,2022-01-30,00:00:00.00,178.308,6510.76,156.347,78.6402,0,0,2245.58,116.98,0,0,0,202.402,0,0,156.347,156.347,78.6402,78.6402,2362.2,2300.87,1522.94,7288.69,7491.09,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557.14
3317,2022-01-31,00:00:00.00,178.308,6510.76,156.347,78.6402,0,0,2245.58,116.98,0,0,0,202.402,0,0,156.347,156.347,78.6402,78.6402,2362.2,2300.87,1522.94,7288.69,7491.09,3868.66,3868.66,2444.35,1220.49,1220.49,4777.87,66.468,3557.17
3318,2022-02-01,00:00:00.00,178.308,6510.76,156.347,78.6402,0,0,2245.58,116.98,0,0,0,202.402,0,0,156.347,156.347,78.6402,78.6402,2362.2,2300.87,1522.94,7288.69,7491.09,3868.67,3868.67,2444.35,1220.54,1220.54,4777.87,66.468,3557.18
3319,2022-02-02,00:00:00.00,178.308,6510.76,156.347,78.6469,0,0,2245.77,116.98,0,0,0,202.406,0,0,156.347,156.347,78.6469,78.6469,2362.2,2300.87,1522.94,7288.69,7491.1,3868.72,3868.72,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3320,2022-02-03,00:00:00.00,178.308,6510.76,156.347,79.2093,0,0,2261.52,116.98,0,0,0,202.769,0,0,156.347,156.347,79.2093,79.2093,2362.2,2300.87,1522.94,7288.69,7491.46,3868.72,3868.72,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3321,2022-02-04,00:00:00.00,178.308,6510.76,156.347,79.2432,0,0,2262.47,116.98,0,0,0,202.791,0,0,156.347,156.347,79.2432,79.2432,2362.2,2300.87,1522.94,7288.69,7491.48,3868.73,3868.73,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3322,2022-02-05,00:00:00.00,178.308,6510.76,156.347,79.2432,0,0,2262.47,116.98,0,0,0,202.791,0,0,156.347,156.347,79.2432,79.2432,2362.2,2300.87,1522.94,7288.69,7491.48,3868.73,3868.73,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3323,2022-02-06,00:00:00.00,178.308,6510.76,156.347,79.2432,0,0,2262.47,116.98,0,0,0,202.791,0,0,156.347,156.347,79.2432,79.2432,2362.2,2300.87,1522.94,7288.69,7491.48,3868.73,3868.73,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3324,2022-02-07,00:00:00.00,178.308,6510.76,156.347,79.2432,0,0,2262.47,116.98,0,0,0,202.791,0,0,156.347,156.347,79.2432,79.2432,2362.2,2300.87,1522.94,7288.69,7491.48,3868.73,3868.73,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3325,2022-02-08,00:00:00.00,178.308,6510.76,156.347,79.311,0,0,2264.37,116.98,0,0,0,202.834,0,0,156.347,156.347,79.311,79.311,2362.2,2300.87,1522.94,7288.69,7491.53,3868.74,3868.74,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3326,2022-02-09,00:00:00.00,178.308,6510.76,156.347,79.3449,0,0,2265.32,116.98,0,0,0,202.856,0,0,156.347,156.347,79.3449,79.3449,2362.2,2300.87,1522.94,7288.69,7491.55,3868.75,3868.75,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3327,2022-02-10,00:00:00.00,178.308,6510.76,156.347,79.4465,0,0,2268.16,116.98,0,0,0,202.922,0,0,156.347,156.347,79.4465,79.4465,2362.2,2300.87,1522.94,7288.69,7491.61,3868.76,3868.76,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3328,2022-02-11,00:00:00.00,178.308,6510.76,156.347,79.5143,0,0,2270.06,116.98,0,0,0,202.965,0,0,156.347,156.347,79.5143,79.5143,2362.2,2300.87,1522.94,7288.69,7491.66,3868.77,3868.77,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3329,2022-02-12,00:00:00.00,178.308,6510.76,156.347,79.8531,0,0,2279.55,116.98,0,0,0,203.184,0,0,156.347,156.347,79.8531,79.8531,2362.2,2300.87,1522.94,7288.69,7491.88,3868.78,3868.78,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3330,2022-02-13,00:00:00.00,178.308,6510.76,156.347,79.8869,0,0,2280.5,116.98,0,0,0,203.206,0,0,156.347,156.347,79.8869,79.8869,2362.2,2300.87,1522.94,7288.69,7491.9,3868.78,3868.78,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3331,2022-02-14,00:00:00.00,178.308,6510.76,156.347,79.9208,0,0,2281.45,116.98,0,0,0,203.227,0,0,156.347,156.347,79.9208,79.9208,2362.2,2300.87,1522.94,7288.69,7491.92,3868.78,3868.78,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3332,2022-02-15,00:00:00.00,178.308,6510.76,156.347,79.9886,0,0,2283.35,116.98,0,0,0,203.271,0,0,156.347,156.347,79.9886,79.9886,2362.2,2300.87,1522.94,7288.69,7491.96,3868.78,3868.78,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3333,2022-02-16,00:00:00.00,178.308,6510.76,156.347,79.9886,0,0,2283.35,116.98,0,0,0,203.271,0,0,156.347,156.347,79.9886,79.9886,2362.2,2300.87,1522.94,7288.69,7491.96,3868.78,3868.78,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3334,2022-02-17,00:00:00.00,178.308,6510.76,156.347,80.663,0,0,2323.56,116.98,0,0,0,204.18,0,0,156.347,156.347,80.663,80.663,2362.2,2300.87,1522.94,7288.69,7492.87,3868.79,3868.79,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3335,2022-02-18,00:00:00.00,178.308,6510.76,156.364,81.1151,0,0,2336.23,117.608,0,0,0,204.485,0,0,156.364,156.364,81.1151,81.1151,2362.2,2300.87,1522.94,7288.69,7493.18,3868.79,3868.79,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3336,2022-02-19,00:00:00.00,178.936,6510.76,156.364,81.4877,0,0,2346.66,117.608,0,0,0,204.726,0,0,156.364,156.364,81.4877,81.4877,2362.2,2300.87,1522.94,7288.69,7493.42,3868.79,3868.79,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3337,2022-02-20,00:00:00.00,178.936,6510.76,156.364,81.5555,0,0,2348.56,117.608,0,0,0,204.769,0,0,156.364,156.364,81.5555,81.5555,2362.2,2300.87,1522.94,7288.69,7493.46,3868.79,3868.79,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3338,2022-02-21,00:00:00.00,178.936,6510.76,156.364,81.5555,0,0,2348.56,117.608,0,0,0,204.769,0,0,156.364,156.364,81.5555,81.5555,2362.2,2300.87,1522.94,7288.69,7493.46,3868.84,3868.84,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3339,2022-02-22,00:00:00.00,178.936,6510.76,156.364,81.5555,0,0,2348.56,117.608,0,0,0,204.769,0,0,156.364,156.364,81.5555,81.5555,2362.2,2300.87,1522.94,7288.69,7493.46,3868.89,3868.89,2444.35,1220.69,1220.69,4777.87,66.468,3557.18
3340,2022-02-23,00:00:00.00,178.936,6516.5,156.671,81.5555,0,0,2348.56,123.35,0,0,0,205.032,0,0,156.671,156.671,81.5555,81.5555,2370.56,2309.52,1523.02,7303.01,7508.04,3868.9,3868.9,2444.57,1220.69,1220.69,4791.97,66.468,3558.69
3341,2022-02-24,00:00:00.00,184.388,6516.5,156.671,81.5555,0,0,2348.56,123.35,0,0,0,205.032,0,0,156.671,156.671,81.5555,81.5555,2370.56,2309.52,1523.02,7303.01,7508.04,3868.93,3868.93,2444.57,1220.82,1220.82,4791.97,66.468,3560.02
3342,2022-02-25,00:00:00.00,184.388,6516.5,156.671,81.6233,0,0,2350.46,123.35,0,0,0,205.075,0,0,156.671,156.671,81.6233,81.6233,2370.56,2309.52,1523.02,7303.01,7508.08,3868.93,3868.93,2444.57,1220.82,1220.82,4791.97,66.468,3561.2
3343,2022-02-26,00:00:00.00,184.388,6516.5,156.671,81.7249,0,0,2353.31,123.35,0,0,0,205.141,0,0,156.671,156.671,81.7249,81.7249,2370.56,2309.52,1523.02,7303.01,7508.15,3868.93,3868.93,2444.57,1220.82,1220.82,4791.97,66.468,3562.26
3344,2022-02-27,00:00:00.00,184.388,6516.5,156.671,81.7249,0,0,2353.31,123.35,0,0,0,205.141,0,0,156.671,156.671,81.7249,81.7249,2370.56,2309.52,1523.02,7303.01,7508.15,3868.93,3868.93,2444.57,1220.82,1220.82,4791.97,66.468,3563.21
3345,2022-02-28,00:00:00.00,184.388,6516.5,156.671,81.7249,0,0,2353.31,123.35,0,0,0,205.141,0,0,156.671,156.671,81.7249,81.7249,2370.56,2309.52,1523.02,7303.01,7508.15,3868.96,3868.96,2444.57,1220.98,1220.98,4791.97,66.468,3564.04
3346,2022-03-01,00:00:00.00,184.388,6516.5,156.671,81.7249,0,0,2353.31,123.35,0,0,0,205.141,0,0,156.671,156.671,81.7249,81.7249,2370.56,2309.52,1523.02,7303.01,7508.15,3868.96,3868.96,2444.57,1220.98,1220.98,4791.97,66.468,3564.78
3347,2022-03-02,00:00:00.00,184.388,6516.5,156.671,81.7249,0,0,2353.31,123.35,0,0,0,205.141,0,0,156.671,156.671,81.7249,81.7249,2370.56,2309.52,1523.02,7303.01,7508.15,3868.96,3868.96,2444.57,1220.98,1220.98,4791.97,66.468,3565.44
3348,2022-03-03,00:00:00.00,184.388,6516.5,156.671,81.8265,0,0,2356.15,123.35,0,0,0,205.206,0,0,156.671,156.671,81.8265,81.8265,2370.56,2309.52,1523.02,7303.01,7508.21,3868.97,3868.97,2444.57,1221.26,1221.26,4791.97,66.468,3566
3349,2022-03-04,00:00:00.00,184.388,6516.5,156.671,81.8265,0,0,2356.15,123.35,0,0,0,205.206,0,0,156.671,156.671,81.8265,81.8265,2370.56,2309.52,1523.02,7303.01,7508.21,3868.97,3868.97,2444.57,1221.26,1221.26,4791.97,66.468,3566.5
3350,2022-03-05,00:00:00.00,184.388,6516.5,156.671,81.8265,0,0,2356.15,123.35,0,0,0,205.206,0,0,156.671,156.671,81.8265,81.8265,2370.56,2309.52,1523.02,7303.01,7508.21,3868.97,3868.97,2444.57,1221.26,1221.26,4791.97,66.468,3566.95
3351,2022-03-06,00:00:00.00,184.388,6516.5,156.671,81.9553,0,0,2359.76,123.35,0,0,0,205.289,0,0,156.671,156.671,81.9553,81.9553,2370.56,2309.52,1523.02,7303.01,7508.3,3868.99,3868.99,2444.57,1221.76,1221.76,4791.97,66.468,3567.3
3352,2022-03-07,00:00:00.00,184.388,6516.5,156.671,81.9553,0,0,2359.76,123.35,0,0,0,205.289,0,0,156.671,156.671,81.9553,81.9553,2387.24,2320.75,1523.07,7314.19,7519.48,3869.16,3869.16,2444.78,1222.64,1222.64,4802.94,66.468,3568.69
3353,2022-03-08,00:00:00.00,184.945,6517.06,156.701,82.105,0,0,2363.96,123.926,0,0,0,205.412,0,0,156.701,156.701,82.105,82.105,2387.24,2320.75,1523.07,7314.74,7520.15,3869.19,3869.19,2444.95,1223.37,1223.37,4803.32,66.468,3569.89
3354,2022-03-09,00:00:00.00,190.414,6517.06,156.701,82.105,0,0,2363.96,123.926,0,0,0,205.412,0,0,156.701,156.701,82.105,82.105,2387.24,2320.75,1523.07,7314.74,7520.15,3869.2,3869.2,2444.95,1223.42,1223.42,4803.32,66.468,3570.95
3355,2022-03-10,00:00:00.00,190.414,6517.06,156.701,82.105,0,0,2363.96,123.926,0,0,0,205.412,0,0,156.701,156.701,82.105,82.105,2387.24,2320.75,1523.07,7314.74,7520.15,3869.27,3869.27,2444.95,1223.7,1223.7,4803.32,66.468,3571.88
