time,date,hour,precip [mm/day],02GA041 [m3/s],02GA-19 [m3/s],02GA-17 [m3/s],16018409002 [m3/s],02GA-13 [m3/s],02GA022 [m3/s],16018406702&02GA014 [m3/s],02GA027 [m3/s],02GA001 [m3/s],02GA016 [m3/s],02GA016 (observed) [m3/s],02GA016 (res. inflow) [m3/s]
980,2015-09-08,00:00.0,1.00475,0,0,0,0,0,0,0,0,0,0,4.07,0
981,2015-09-09,00:00.0,5.42564,0,0,0,0,0,0,0,0,0,0,3.17,0
982,2015-09-10,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.14,0
983,2015-09-11,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.21,0
984,2015-09-12,00:00.0,4.62184,0,0,0,0,0,0,0,0,0,0,3.31,0
985,2015-09-13,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.37,0
986,2015-09-14,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.37,0
987,2015-09-15,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.36,0
988,2015-09-16,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.38,0
989,2015-09-17,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.39,0
990,2015-09-18,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.42,0
991,2015-09-19,00:00.0,1.6076,0,0,0,0,0,0,0,0,0,0,3.44,0
992,2015-09-20,00:00.0,5.22469,0,0,0,0,0,0,0,0,0,0,3.48,0
993,2015-09-21,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.17,0
994,2015-09-22,00:00.0,0,0,0,0,0,0,0,0,0,0,0,2.92,0
995,2015-09-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,2.92,0
996,2015-09-24,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.35,0
997,2015-09-25,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.54,0
998,2015-09-26,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.59,0
999,2015-09-27,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.62,0
1000,2015-09-28,00:00.0,0.803799,0,0,0,0,0,0,0,0,0,0,5.8,0
1001,2015-09-29,00:00.0,0.803799,0,0,0,0,0,0,0,0,0,0,5.97,0
1002,2015-09-30,00:00.0,2.8133,0,0,0,0,0,0,0,0,0,0,5.09,0
1003,2015-10-01,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.62,0
1004,2015-10-02,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.66,0
1005,2015-10-03,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.71,0
1006,2015-10-04,00:00.0,4.01899,0,0,0,0,0,0,0,0,0,0,4.75,0
1007,2015-10-05,00:00.0,2.0095,0,0,0,0,0,0,0,0,0,0,4.83,0
1008,2015-10-06,00:00.0,0.904274,0,0,0,0,0,0,0,0,0,0,4.87,0
1009,2015-10-07,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.91,0
1010,2015-10-08,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.87,0
1011,2015-10-09,00:00.0,23.913,0,0,0,0,0,1.23E-05,1.23E-05,1.23E-05,1.23E-05,0,4.89,0.00588579
1012,2015-10-10,00:00.0,0.20095,0,0,0,0,0,1.82E-05,1.82E-05,1.82E-05,1.82E-05,0,4.8,0.00858577
1013,2015-10-11,00:00.0,0,0,0,0,0,0,9.77E-06,9.77E-06,9.77E-06,9.77E-06,0,4.8,0.00439896
1014,2015-10-12,00:00.0,0,0,0,0,0,0,3.87E-06,3.87E-06,3.87E-06,3.87E-06,0,4.85,0.00169898
1015,2015-10-13,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,4.9,0
1016,2015-10-14,00:00.0,2.8133,0,0,0,0,0,0,0,0,0,0,4.97,0
1017,2015-10-15,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.04,0
1018,2015-10-16,00:00.0,9.64558,0,0,0,0,0,0,0,0,0,0,5.14,0
1019,2015-10-17,00:00.0,3.01425,0,0,0,0,0,0,0,0,0,0,4.4,0
1020,2015-10-18,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.7,0
1021,2015-10-19,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.71,0
1022,2015-10-20,00:00.0,1.6076,0,0,0,0,0,0,0,0,0,0,3.77,0
1023,2015-10-21,00:00.0,0.803799,0,0,0,0,0,0,0,0,0,0,3.79,0
1024,2015-10-22,00:00.0,6.43039,0,0,0,0,0,0,0,0,0,0,3.84,0
1025,2015-10-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.82,0
1026,2015-10-24,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,3.85,0
1027,2015-10-25,00:00.0,13.0617,0.0502378,0.11388,0.148439,0.21976,0.266446,0.402365,0.410219,0.456874,0.463122,0,3.92,0.471341
1028,2015-10-26,00:00.0,0.20095,0.0672744,0.140949,0.193355,0.283119,0.341434,0.509327,0.518716,0.573245,0.580117,0,3.93,0.589592
1029,2015-10-27,00:00.0,0,0.032258,0.0512531,0.0850451,0.119967,0.141986,0.202526,0.205433,0.220342,0.221525,0,3.96,0.223902
1030,2015-10-28,00:00.0,8.64084,0.0452371,0.0760922,0.121243,0.172312,0.204725,0.294777,0.299266,0.323077,0.325282,0,3.92,0.327924
1031,2015-10-29,00:00.0,25.7216,0.724503,1.90297,2.20469,3.30699,4.06161,6.34921,6.48192,7.28783,7.41757,0,3.89,7.59227
1032,2015-10-30,00:00.0,2.8133,1.31498,3.50489,4.02089,6.04253,7.42967,11.6447,11.8901,13.3843,13.6268,1.01662,3.96,13.9547
1033,2015-10-31,00:00.0,0,1.17487,3.13144,3.59247,5.3987,6.63804,10.404,10.6232,11.9582,12.1749,4.78083,3.96,12.4678
1034,2015-11-01,00:00.0,11.6551,1.34876,3.5908,4.12504,6.19924,7.62113,11.939,12.1905,13.7225,13.9704,9.70321,3.96,14.304
1035,2015-11-02,00:00.0,0,1.47021,3.90787,4.49657,6.75737,8.30569,13.0041,13.2781,14.9463,15.2153,13.1214,3.97,15.5758
1036,2015-11-03,00:00.0,0,1.24572,3.3048,3.80888,5.72314,7.03313,11.006,11.2377,12.6485,12.8753,13.9268,3.96,13.1786
1037,2015-11-04,00:00.0,0,1.04515,2.76599,3.19446,4.79911,5.89616,9.22084,9.41473,10.5955,10.7846,12.648,3.93,11.0369
1038,2015-11-05,00:00.0,0,0.865956,2.28458,2.6455,3.97353,4.88033,7.62584,7.786,8.76123,8.91669,10.8997,3.92,9.12336
1039,2015-11-06,00:00.0,4.62184,0.742699,1.94494,2.26718,3.40382,4.17741,6.51363,6.65009,7.48067,7.61152,9.28277,3.93,7.78323
1040,2015-11-07,00:00.0,6.63134,0.772009,2.00825,2.35474,3.53381,4.33401,6.74526,6.88623,7.74403,7.87772,8.39217,3.96,8.05035
1041,2015-11-08,00:00.0,1.40665,0.761348,1.97435,2.32084,3.48205,4.26926,6.63937,6.77794,7.62109,7.75185,8.10244,3.95,7.91948
1042,2015-11-09,00:00.0,0.401899,0.612389,1.5773,1.86497,2.79681,3.42678,5.31943,5.43016,6.10377,6.20708,7.47692,3.96,6.33812
1043,2015-11-10,00:00.0,0,0.479302,1.22255,1.45767,2.18458,2.67407,4.14013,4.226,4.74812,4.8269,6.36042,3.96,4.92525
1044,2015-11-11,00:00.0,9.74606,0.637611,1.64422,1.94061,2.90982,3.56596,5.53926,5.65453,6.35557,6.46358,5.98604,3.96,6.60082
1045,2015-11-12,00:00.0,1.80855,0.779051,2.02096,2.3721,3.55778,4.36282,6.78932,6.93086,7.79174,7.92588,6.73677,3.95,8.09787
1046,2015-11-13,00:00.0,9.64558,0.932323,2.43175,2.83974,4.26017,5.22725,8.14815,8.3183,9.35315,9.51609,8.01205,3.96,9.72669
1047,2015-11-14,00:00.0,2.21045,1.09974,2.87641,3.34907,5.02433,6.16701,9.6229,9.82395,11.0465,11.2403,9.60809,3.86,11.4913
1048,2015-11-15,00:00.0,0.602849,0.964591,2.51424,2.93475,4.40116,5.40051,8.4208,8.59642,9.66407,9.83263,10.3153,3.79,10.0495
1049,2015-11-16,00:00.0,0,0.813361,2.113,2.47308,3.70778,4.54825,7.08607,7.23364,8.13061,8.27154,9.61866,3.74,8.45192
1050,2015-11-17,00:00.0,0,0.65886,1.70118,2.00098,2.99848,3.67604,5.71854,5.83731,6.559,6.6714,8.3396,3.8,6.81383
1051,2015-11-18,00:00.0,0,0.520821,1.33323,1.5792,2.36477,2.89677,4.49672,4.58976,5.15485,5.24175,6.94146,4.1,5.35027
1052,2015-11-19,00:00.0,6.22944,0.569697,1.46318,1.72726,2.58663,3.16979,4.92621,5.02821,5.64762,5.74361,6.13404,3.95,5.86416
1053,2015-11-20,00:00.0,0.20095,0.613366,1.57929,1.85955,2.78486,3.41372,5.30993,5.41994,6.08788,6.192,6.07932,3.97,6.32329
1054,2015-11-21,00:00.0,0,0.499559,1.27768,1.51244,2.26369,2.77316,4.30667,4.39562,4.93547,5.01883,5.85231,3.99,5.12275
1055,2015-11-22,00:00.0,14.8703,0.431797,1.10154,1.3066,1.95517,2.39463,3.71657,3.79324,4.25848,4.33006,5.22495,3.97,4.4189
1056,2015-11-23,00:00.0,0.401899,0.385789,0.984173,1.16738,1.74685,2.13949,3.32056,3.38907,3.80474,3.86869,4.65269,3.99,3.94806
1057,2015-11-24,00:00.0,2.0095,0.344683,0.879309,1.04299,1.56072,1.91152,2.96676,3.02796,3.39934,3.45648,4.18225,3.99,3.5274
1058,2015-11-25,00:00.0,0,0.304022,0.77479,0.919764,1.3762,1.68537,2.61512,2.66905,2.99623,3.0465,3.74232,4.01,3.10877
1059,2015-11-26,00:00.0,1.2057,0.442072,1.14686,1.34637,2.02602,2.48437,3.8594,3.94035,4.42996,4.50492,3.79255,3.6,4.60046
1060,2015-11-27,00:00.0,4.32042,1.07329,2.82515,3.28469,4.94019,6.06438,9.45658,9.65582,10.8669,11.0575,6.1094,3.13,11.3096
1061,2015-11-28,00:00.0,10.4494,1.82437,4.83874,5.5755,8.37272,10.2893,16.1075,16.4461,18.5082,18.8415,11.8496,12.6,19.2858
1062,2015-11-29,00:00.0,0,1.99148,5.30276,6.07716,9.12416,11.2203,17.5998,17.9696,20.2202,20.5882,17.5584,22.5,21.0786
1063,2015-11-30,00:00.0,0,1.77928,4.73775,5.42963,8.15198,10.0248,15.7245,16.0549,18.0657,18.3945,19.3005,23,18.8327
1064,2015-12-01,00:00.0,0.401899,1.5897,4.23294,4.8511,7.28338,8.95664,14.0491,14.3443,16.1408,16.4346,18.2094,22.7,16.8261
1065,2015-12-02,00:00.0,2.21045,1.47336,3.92227,4.49514,6.74872,8.29912,13.0178,13.2913,14.9553,15.2275,16.7401,22.1,15.5898
1066,2015-12-03,00:00.0,0.602849,1.35615,3.60816,4.13628,6.20951,7.63579,11.9765,12.228,13.7581,14.0083,15.4603,21.3,14.3409
